framenr,kanji,keyword,public,last_edited,story
294,鎮,"tranquilize",0,2019-07-06 17:36:00,"The first lie-detector machines of the twentieth century worked by wiring pieces of *metal* to the body to measure the amount of sweat produced when questions were asked. It was discovered that nervousness produced more sweat, indicating subconscious reactions when the *truth* was getting too close for comfort. Nowadays, people can take drugs that tranquilize them in such a way as to neutralize the effect of the device, which is why other means have had to be developed."
295,道,"road-way",0,2019-04-16 12:18:44,"When the *road*way becomes crowded, you can consider it a bottle*neck*."
296,導,"guidance",0,2018-12-18 22:29:14,"The guidance counselor gives you a roadway to stick to"
297,辻,"crossing",0,2020-05-05 15:37:27,"Cross-road"
298,迅,"swift",0,2018-08-25 15:16:09,"You need to *hook* onto the *crossing* to get to where you want to go in a swift manner."
299,造,"create",0,2018-08-25 15:20:23,"The road of revelation about how the world was created was written in the Bible."
300,迫,"urge",0,2019-04-09 12:30:57,"To urge someone to do something, you make the *way* as appealing as possible, perhaps even *white*washing it a bit."
302,辺,"environs",0,2019-05-23 17:06:22,"To protect the environs around their village, they stuck in the roads katanas facing upwards."
305,連,"take along",0,2018-08-25 15:25:38,"To take along someone, you must first stop the *car* on the road to pick them up."
307,輸,"transport",0,2019-02-12 11:45:53,"transport goods using a car, meetings with butchers"
310,煎,"roast",0,2018-08-25 15:29:28,"Roast your marshmellows *in front* of a *fire*"
311,各,"each",0,2018-07-24 18:55:44,"Each of us is blessed to not be doomed to have a *mouth* between our *legs*."
312,格,"status",0,2018-07-24 18:57:09,"In a crowded city like Tokyo, greenery is hard to find. Therefore, you can determine the status of someone by *each tree* they have."
313,賂,"graft",0,2018-07-24 19:04:04,"In political graft, an official collects *shells* from *each* public project."
314,略,"abbreviation",0,2018-08-25 15:31:27,"*Each field* has its own abbreviations"
316,額,"forehead",0,2018-07-24 19:00:11,"Jack from Jacksfilms has a giant forehead. Sometimes, he has *guests* on that make fun of his elongated *head*."
318,処,"dispose",0,2018-12-15 02:03:57,"He tried to dispose of his trash by *kicking* it into the trash can with his *walking legs*, only to have the *wind* blow it back into him."
319,条,"twig",0,2018-08-25 15:37:04,"Pinocchio"
320,落,"fall",0,2019-01-28 22:11:45,"Flower petals and water droplets fall at each their own rate."
322,冥,"Hades",0,2018-08-25 15:38:24,"Pluto *crowded* off the *sixth day* of creation."
324,輝,"radiance",0,2018-08-25 15:40:10,"A shimmering chariot showed its ray."
325,運,"carry",0,2018-08-25 15:41:30,"The army carried a tank across the road."
326,冠,"crown",0,2018-09-15 14:37:41,"The crown was glued to its beginnings."
328,坑,"pit",0,2019-07-09 00:00:51,"A whirlwind begins to dig its way into the soil like a drill until it makes a deep pit."
330,享,"receive",0,2018-08-25 15:49:33,"Tall children receive more attention."
331,塾,"cram school",0,2019-05-29 23:29:25,"Tall children and plump children are the type of kids who don't go to cram school they'd rather be playing in the school grounds."
333,亭,"pavilion",0,2018-07-25 18:52:03,"HP Pavilions were those *tall* and clunky laptops that were *crowned* for making the user want to hammer a *nail* into them."
335,涼,"refreshing",0,2018-08-25 15:52:28,"It's refreshing when a shower occurs in the capital."
336,景,"scenery",0,2018-08-25 15:52:54,"Sun rises over the capital."
338,舎,"cottage",0,2019-03-26 09:46:47,"The cottage merely served as a little *umbrella* when people get caught in a storm. It's barely the size of a *lidded crock*."
340,週,"week",0,2018-11-12 22:24:34,"The seven days of the week could be represented by a circular *road*, one *lap* represents a week."
343,壮,"robust",0,2018-08-25 15:56:18,"The Teenage Mutant Ninja *Turtles* are robust *gentlemen* aren't they?"
344,荘,"villa",0,2018-08-25 15:57:13,"A villa is fancier (decorated with *flowers*) and more *robust* than the average."
346,学,"study",0,2019-01-09 08:44:22,"Children study in a schoolhouse."
347,覚,"memorize",0,2018-08-25 15:59:37,"**Memorizing** involves *seeing* that aren't really there, perhaps while in a schoolhouse."
348,栄,"flourish",0,2019-04-08 17:54:58,"The tree symbolized the way kids flourished at the school house"
352,攻,"aggression",0,2018-08-25 16:10:41,"Aggression is the craft of the taskmaster."
353,敗,"failure",1,2019-03-22 14:13:45,"Retsupurae."
355,故,"happenstance",0,2018-08-25 16:11:27,"The oldest taskmaster we know."
358,警,"admonish",0,2019-05-31 18:12:56,"to admonish is to enforce *awe* by means of *words*"
359,計,"plot",0,2018-08-25 16:15:49,"The words in a plot can pierce you like a *needle*"
360,詮,"elucidate",0,2019-06-18 20:49:59,"Elucidate me. Tell me, in your own *words*, the *whole* story."
362,訂,"revise",0,2018-10-07 12:43:15,"Nailing down your words."
364,討,"chastise",0,2018-10-01 11:33:21,"Chasted words stick with you."
365,訓,"instruction",0,2019-08-22 18:42:33,"The personalism connoted by the word instruction, as opposed to “teaching” or “discipline,” suits the picture here of *words* guiding one’s progress like the gentle flowing of a *stream*. Even the etymology of the word instruction suggests the sense of “pouring into”. [10]"
366,詔,"imperial edict",0,2019-04-24 09:10:36,"The king's imperial edicts are written with *words* that *seduce* the masses."
369,詠,"recitation",0,2019-04-08 18:10:45,"Reciting words over and over for eternity"
370,詩,"poem",0,2019-05-04 02:43:26,"The monks at the buddist temple speak seldomly, that's why when they speak, their words come out like a poem"
371,語,"word",0,2019-02-24 23:25:50,"words i speak"
373,調,"tune",0,2019-06-29 20:19:08,"A tune is one lap of words"
376,諭,"rebuke",0,2018-09-15 13:59:56,"Be careful about what you say in the meeting of butchers. Rebuking never goes well."
377,式,"style",0,2018-10-07 12:34:18,"Style is crafting an arrow shirt."
378,試,"test",0,2019-04-15 17:10:13,"Vocal test out styles"
383,載,"load",0,2019-07-13 21:29:30,"One loads bales on a wagon or cart in preparation for the great Hay Ride that follows the Thanksgiving dinner each year."
384,茂,"overgrown",0,2019-04-10 20:59:50,"Flowers have overgrown on the float"
387,城,"castle",0,2019-03-31 18:38:19,"I change this mound of sand into a sand castle!"
389,威,"intimidate",0,2019-01-12 21:19:21,"A march of woman calling for equal rights might intimidate the guys"
390,滅,"destroy",0,2019-05-17 22:59:54,"The march of flames march for the right to destroy getting sprayed by the fire hoses"
391,減,"dwindle",0,2018-09-15 14:12:47,"A dwindling supply of *water* sends a *march of mouths* demanding action."
392,蔑,"revile",0,2018-09-30 16:26:23,"Reviling someone who doesn't deserve it is like casting an ugly eye on a march of flowers. (The I in revile)"
394,銭,"coin",0,2018-09-15 13:04:33,"It costs a pretty penny/coin to buy a *golden float*."
395,浅,"shallow",0,2019-04-24 09:25:02,"The parade float has to pass through a shallow pond. One wrong move and..."
398,渉,"ford",0,2018-10-10 12:48:20,"To ford, you must walk in the water"
400,肯,"agreement",0,2020-08-29 19:34:35,"Steps on flesh is one way to find an agreement"
401,企,"undertake",0,2019-06-25 00:26:47,"To undertake something means to stop it and pull it to earth using an umbrella"
402,歴,"curriculum",0,2022-08-24 19:34:51,"A CURRICULUM is a *calendar* that replaces days with reasons to *stop* having fun."
404,賦,"levy",0,2019-06-24 22:28:11,"A levy is the *money* that is collected by a *warrior* for the government."
407,政,"politics",0,2019-04-29 23:25:02,"Correct taskmastering"
408,定,"determine",0,2018-09-15 13:57:34,"Determination is the only thing that can *mend* this broken *house*."
409,錠,"lock",0,2020-03-26 22:14:45,"*Metal* of itself doesn't lock. It needs to be so *determined* by a locksmith."
411,超,"transcend",0,2018-11-14 22:51:58,"The reason one runs towards something often transcends the seducer"
412,赴,"proceed",0,2018-10-29 22:54:03,"Before proceeding, something stops you from *running*, as if it were from a *magic wand*."
413,越,"surpass",0,2018-09-15 14:35:30,"Two *parades* are racing each other, each *running* from city to city trying to surpass the other."
415,題,"topic",0,2021-08-30 17:32:28,"You can find topics easily if the *headings* are prepared *just so*."
416,堤,"dike",0,2018-12-23 23:13:36,"The dike is land piled up. It will prevent water from coming in if it is prepared just so"
418,鍵,"key",0,2019-05-11 19:09:25,"The mayor gave me a golden key to all the buildings to the city!"
419,延,"prolong",0,2019-02-24 23:05:48,"This character is a kind of pictographic image of how prolonging is a clever way of stopping things by trying to stretch them out a little bit at a time (the extra drop at the top of stop). Be sure to get a concrete image of this process, by imagining yourself prolonging something you can really, physically, stretch."
420,誕,"nativity",0,2019-05-31 20:00:32,"The *word* of God was *prolonged* by Jesus' #nativity#."
421,礎,"cornerstone",0,2018-11-01 18:22:51,"This character depicts a cornerstone as a *stone* set at the end of a wildlife preserve (the ""*zoo* in the *grove*"")"
422,婿,"bridegroom",0,2019-07-07 15:45:21,"What makes a man a bridegroom is obviously a woman and her dowry, here presented as a small zoo (animals were often used for
this purpose in earlier societies) and a month away from it all (the “honeymoon”). [12]"
424,裁,"tailor",0,2019-05-29 23:25:00,"The tailor was hard at work making sure all the pilgrims were dressed in their best *garments* for *thanksgiving*."
425,装,"attire",0,2019-06-24 22:04:59,"The TURTLE SAMURAI needs special GARMENTs for his ATTIRE since his body is much more ROBUST than others."
426,裏,"back",1,2019-04-03 09:22:46,"A *computer* attempting to fit in with the humans wearing a *top hat and scarf* might try to stab you in the back."
427,壊,"demolition",0,2018-11-01 18:29:00,"Garment woven so fine that it can pass through the eye of a needle"
428,哀,"pathetic",0,2018-11-16 14:48:50,"This pathetic individual is wearing a top hat and scarf with his mouth wide open."
429,遠,"distant",0,2018-11-12 23:03:43,"Distant faded crockpot with a scarf on the road"
430,猿,"monkey",0,2024-01-12 11:48:58,"To catch a #monkey#, chase him with *wild dogs* into a *lidded crock*, then tie it with a *scarf*."
431,初,"first time",0,2019-04-20 23:08:08,"I took the invisibility *cloak* and *dagger* to become the world's **first** truly silent assassin"
434,帆,"sail",0,2018-09-15 14:10:33,"A *towel* makes for a *mediocre* sail."
436,帽,"cap",0,2018-10-18 10:52:31,"Towel is a makeshift cap to protect yourself from the risk of getting the sun in your eyes."
438,幌,"canopy",0,2018-11-21 21:58:38,"A few of the *sun's Ray's*"
443,肺,"lungs",0,2019-01-06 00:26:29,"Expect to see some lungs on sale at the market."
448,製,"made in...",0,2019-07-28 01:35:32,"Made in ... is a system for identifiying were garments were made."
450,芸,"technique",0,2018-11-01 18:18:01,"CHECK OUT THIS SWEET VAPE TRICK THAT MAKES VAPE FLOWERS"
459,沃,"irrigate",0,2022-11-30 21:54:11,"*Water* from the *heavens* is nature's way of #irrigating#."
461,嬌,"attractive",0,2019-06-22 18:21:30,"Attractive *women* look like *angels*."
464,章,"badge",0,2018-12-15 01:54:49,"Imagine a mammoth sunflower coming out of a wee little vase"
465,競,"vie",0,2018-12-01 22:31:19,"Two teens standing up vying for your attention."
469,瞳,"pupil",0,2019-06-07 01:06:08,"In Japanese comics, the eye`s of juvenilles all have enormouse pupils."
470,鐘,"bell",0,2019-05-07 23:13:08,"Here we have cheap, broken, *metal* bell. When you ring it, it sounds like a *juvenile* whining!"
471,商,"make a deal",0,2018-10-15 20:24:28,"See the peddler *standing* atop his *motorcycle helmet* as if it were a soapbox, hawking his wares to passersby. The *legs and mouth* represent the tools of the trade of making a deal any way you can."
473,適,"suitable",0,2018-09-24 11:53:56,"It is suitable not to take the road that looks antique."
474,滴,"drip",0,2019-07-07 16:11:05,"Picture water dripping on what you thought were precious antiques, only to find that the artificial aging painted on them is running!"
475,敵,"enemy",0,2019-06-29 17:48:43,"Your evil taskmaster breaks your most valuable antique, becoming your enemy"
477,叱,"scold",0,2019-04-24 09:31:55,"The teacher scolds you with her mouth while you're sitting in front of the class"
478,匂,"aroma",0,2018-10-15 21:00:42,"Trap that aroma into a spoon"
481,背,"stature",0,2019-05-05 22:40:04,"A person stature is dependent on their northernmost body part"
485,楷,"block letters",0,2018-09-26 11:56:00,"*All* of the letters are made with *wooden* blocks."
486,諧,"orderliness",0,2018-09-26 11:50:31,"The *words* of *all* should follow some sort of orderliness."
488,渇,"thirst",0,2020-04-29 21:52:40,"Man wakes up from a *siesta*, says ""Man, I'm #thrist#y"" and subsequently gets blasted by a *water* hose."
489,謁,"audience",0,2019-06-02 12:41:17,"The *talk* was so boring the audience took a *siesta*"
490,褐,"brown",0,2018-09-22 14:29:49,"The clock I wear during my siesta is brown."
491,喝,"hoarse",0,2018-11-14 22:48:03,"The sound coming from the siesta-taker's mouth sounds hoarse."
492,葛,"kudzu",0,2018-09-26 11:53:40,"Kudzu is nice and flowerly, makes you want to take a siesta under it."
495,詣,"visit a shrine",0,2018-10-21 20:22:38,"Savour your delicious words."
496,壱,"I (one)",0,2018-11-08 17:33:51,"The one true samurai is the one crowned and sitting on the ground."
498,敏,"cleverness",0,2018-10-02 22:20:10,"*Every* *taskmaster* has to harness cleverness in their techniques."
499,梅,"plum",0,2018-10-17 12:06:18,"The plum tree is the *tree* that *every*one makes fun of."
500,海,"sea",0,2018-10-07 12:32:51,"Behind *every drop of water*, a sea from which it originated."
502,乾,"drought",0,2019-01-10 10:40:09,"Victims *begging* for mere *mist*"
